title,url,publish_date,has_keyword,matched_keywords,fulltext,page_number,greenhouse gas,ghg,net-zero,carbon neutral,carbon neutrality,carbon emissions,climate change,carbon trading,carbon pricing,low-carbon,clean energy,greenhouse,carbon,environment,emission,environmental,emissions,sustainability
Building a well-off society for the disabled,https://english.www.gov.cn/policies/latestreleases/201608/17/content_WS5d15d4b4c6d03ce678790729.html,N/A,True,environment,"
Building a well-off society for the disabled
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			Building a well-off society for the disabled






Updated:
Aug 17,2016 9:01 PM
	    english.gov.cn












The State Council has released an outline on improving the lives of the disabled and building a society suitable for the group, in the 13th Five-Year Plan period (2016-2020).
According to the plan, the country is aimed at perfecting the system to protect the rights of the disabled, increase product supply, increase their incomes, and help them live a better life.
To achieve these goals, the government intends to make sure the disabled enjoy the same livelihood guarantees and public services as ordinary people. The plan also urges authorities to utilize the functions of social forces, organizations for the disabled and market mechanisms to meet the multi-layer and various needs of the disabled, while also creating a convenient and friendly living environment for them.
Qualified families of the disabled should enjoy minimum living allowances, preferential policies and subsidies for their use of water, electricity, gas and heat power, and measures should also be taken to support blind and deaf people consume information.
All regions should give convenience and privileges to the disabled when they use public transport or visit parks and scenic spots, while public cultural and sports utilities must be open to the disabled for free or with preferential prices, according to the plan.
Disabled persons in urban and rural areas should enjoy basic pension and medical insurance, as their participation rate in pension is expected to reach around 90 percent by 2020, and in medical insurance the rate will be about 95 percent.
Building a caring service system for the disabled should be based on family nursing, rely on the community and utilize support from foster institutions, which the plan says should also improve their service levels for the disabled.
The plan urges authorities to provide caring services for disabled seniors and provide more policy support for the families adopting disabled children.
To create a better life for the disabled, the plan calls for more disabled people to be employed and an increase in their families’ income.
Government institutions, organs, corporate units and State-owned enterprises will play a leading role in recruiting disabled people, according to the plan. Individual businesses should be encouraged to provide jobs for the disabled through policy support. Authorities should also help arrange business places and provide startup funds for disabled entrepreneurs.
By 2020, all registered disabled people from poor families in rural areas must be out of poverty, the plan says.
To improve their education, the plan calls for disabled students and teenagers from poor families to be exempt from compulsory and high school tuition fees. It also wants recovery institutions to apply for kindergarten permissions and common kindergartens to enroll disabled children.
The plan has regulated that the proportion of disabled children receiving compulsory education must reach 95 percent by 2020.
To provide disabled people with access to the internet, the plan calls for building a website to service the disabled, while also exploring a new model to provide assistance for the disabled in using the internet.
The plan also urges authorities to build a basic public service network for the disabled to connect counties, townships and villages, set up public service platforms such as recovery equipment, foster services, vocational training, suited assistive devices at county level, and regulates that the coverage rate of basic recovery services must reach 80 percent by 2020.








RELATED STORIES



New measures to improve daily life


China raises pensions for veterans, disabled servicemen


 Subsidies target two groups of disabled









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
China to improve petrochemical industry,https://english.www.gov.cn/policies/latestreleases/201608/03/content_WS5d15d478c6d03ce678790663.html,N/A,True,"environment, emission, environmental","
China to improve petrochemical industry
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			China to improve petrochemical industry






Updated:
Aug 3,2016 2:28 PM
	    english.gov.cn












China will optimize the structure of its petrochemical industry and boost green development, according to a guideline issued by the State Council on Aug 3, 2016.
Since the reform and opening-up, China’s petrochemical industry has witnessed major development as petrochemical product output ranks globally among those at the top.
But at the same time, problems such as overcapacity, inadequate innovation, unimproved industrial structure, and increasing environmental protection pressure hinder the industry’s further development.
To solve such problems, the State Council set targets to reduce outdated technology and production facilities and close down hazardous chemical production enterprises in populated regions and environmentally sensitive areas.
To advance green development, energy consumption, dioxide emission and water usage per 10,000 yuan industrial added value will be lowered 8 percent, 10 percent, and 14 percent, respectively, compared with the indicators in the 12th Five-Year Plan period (2011-2015).
The State Council also plans to increase the industry’s innovation capabilities as investment in scientific research will account for more than 1.2 percent of the industry’s revenue.
To transform traditional industry, advanced technologies for clean production and intelligent control will be applied to improve current manufacturing facilities and production quality and lower energy consumption.
Efforts also will be made to promote corporation merger and reorganization, strengthen international production capacity cooperation, improve industrial policies, increase financial support and strengthen industry regulation.





RELATED STORIES



China raises retail oil prices 


China’s crude oil output drops in H1









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",113,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
China to lower costs for real economy enterprises,https://english.www.gov.cn/policies/latestreleases/201608/22/content_WS5d15d4c9c6d03ce67879076e.html,N/A,True,"environment, environmental","
China to lower costs for real economy enterprises
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			China to lower costs for real economy enterprises






Updated:
Aug 22,2016 5:38 PM
	    english.gov.cn












The State Council has issued a circular to urge reducing costs for enterprises to ensure the stable growth of the real economy. 
According to the circular, initial cost reduction should be made in the first one to two years, and enterprises should see rising profits in three years, after a reasonable cut in costs. 
In order to cut taxes, the pilot program to replace the business tax with a value-added tax should be expanded to construction, real estate, finance, and services to ensure an actual reduction in the tax burden. 
In addition, more work should be done to implement preferential tax policies on research and energy-saving and environmental protection equipment, streamline administrative charges concerning enterprises, and cancel some governmental funds, with exemption of contribution extended to more SMEs. 
The circular said an appropriate monetary and financial environment is needed to keep reasonable liquidity. 
Meanwhile, efforts should be made to reduce intermediate fees, strengthen financing guarantees, optimize evaluation and supervision on commercial banks, encourage establishment of private banks and equity financing, and guide enterprises to use low-cost overseas capital.
The document called for reduction of institutional transaction costs with efforts to break regional isolation and industry monopoly, deepen reform in streamlining administration, improving regulation and optimizing services, cut service fees, and solve any lingering problems at State-owned enterprises.
At the same time, the social credit system should be put in place to protect intellectual property rights to help enterprises safeguard their interests. 
The circular urged cutting labor costs, including measures to reduce contributions to the social security and housing fund, and optimize the mechanism on minimum wages. Meanwhile, reform should be carried out to reduce enterprises’ costs in energy consumption and land use.
As another area to cut costs, logistics should be improved to encourage resource sharing, with measures to standardize transportation fees for roads, flights, and railways, and eliminate any improper charges. 
In order to improve capital turnover, asset security and financial leasing are encouraged to liquidate stock assets, and more support should be in place to ensure constant capital support to enterprises. Local governments should take measures to pay off project arrears and regulate earnest payments in the construction sector to reduce the burden on enterprises. 
The circular also called for establishing supporting mechanisms, pushing forward institutional reforms, encouraging innovation and improving public services to support efforts in cost reduction.









RELATED STORIES



Premier urges State-owned bank to support real economy and SMEs


Financial reforms boost real economy


Financial reform to boost real economy









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",113,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
State Council approves Suzhou city plan,https://english.www.gov.cn/policies/latestreleases/201608/02/content_WS5d15d472c6d03ce678790650.html,N/A,True,environment,"
State Council approves Suzhou city plan
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council approves Suzhou city plan






Updated:
Aug 2,2016 4:23 PM
	    english.gov.cn












The overall Suzhou development plan was approved by the State Council on July 26. It has drawn a road map for the city of East China’s Jiangsu province from 2011 to 2020.
As a city rich in historic sites, picturesque sceneries and high-tech industries, Suzhou is recognized by the State Council as one of the leading cities in Yangtze River Delta, according to an official document issued on Aug 2.
The State Council urged Suzhou to integrate the administration of urban and rural areas in order to achieve a balanced development. For example, the public services in rural areas should be on par with urban areas. 
The scale of Suzhou city’s growth will be controlled reasonably. By 2020, the population of its central area will be capped at 3.6 million and the area for urban construction will be set below 380 square kilometers.
In addition, Suzhou will build more infrastructure, including highway, railway and airport, improve subsoil drainage system, cut energy usage and control contamination. 
More public services aimed at enhancing citizens’ livelihood will be provided. According to the plan, public services including education and medical services will be enhanced. More low-cost public housing will be constructed and the living condition of city slums will be improved.
As a historic and tourism city, Suzhou was asked to pay more attention to the protection of environment and historic sites, including spots such as Taihu Lake, nature reserves and wet land, the famous gardens and ancient buildings. 





RELATED STORIES



Jinan city plan is approved


Innovation zone in Chongqing


State Council releases latest policies









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
State Council approves plan for Jinan city,https://english.www.gov.cn/policies/latestreleases/201608/02/content_WS5d15d471c6d03ce67879064d.html,N/A,True,"low-carbon, carbon, environment, emission, environmental","
State Council approves plan for Jinan city
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council approves plan for Jinan city






Updated:
Aug 2,2016 3:06 PM
	    english.gov.cn












The State Council gave the green light to Shandong provincial government’s request to approve an overall plan (2011-2020) for its capital city of Jinan, according to a circular issued on Aug 2.
It decided to implement a unified urban-rural plan and management within the city planning zone, which covers 3,257 square kilometers.
By 2020, the permanent population in the central area of the city will be capped at 4.3 million, and urban land for construction within 410 square kilometers.
The plan vows to boost green, low-carbon development by constructing urban infrastructure facilities and improving transportation infrastructure of road, railway, and airport. 
It also pledged to optimize the city’s overall layout to promote the coordinated development of economic, urban-rural and environmental construction. 
In addition, related department are urged to work on energy-saving and emission-reduction, and promote the construction of “sponge city” program, which seeks to help cities better absorb rain in an effort to strengthen the comprehensive management of urban environment. 
It called for efforts to improve such public service facilities as education and medical treatment which are most concerned by people. 
The plan also emphasizes the retaining of the Jinan city’s traditional feature, style and culture, with a focus on the protection of several famous spring including the Baotu Spring, Heihu Spring and Wulong spring. 





RELATED STORIES



Nanjing city plan is approved


Hefei city plan is approved 


Shandong to build innovation zone









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",113,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0
State Council approves overall plan for Nanjing city,https://english.www.gov.cn/policies/latestreleases/201607/12/content_WS5d15d406c6d03ce6787904e9.html,N/A,True,environment,"
State Council approves overall plan for Nanjing city
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council approves overall plan for Nanjing city






Updated:
Jul 12,2016 2:00 PM
	    english.gov.cn












The State Council gave the green light to Jiangsu provincial government’s request to approve an overall plan (2011-2020) for Nanjing city, according to a circular issued on July 12.
The overall project includes creating a unified urban-rural plan and management within the city planning zone, which covers 6,582 square kilometers. In light of varied conditions in different areas, regions and towns with good conditions and great potential will get priority for development. 
The plan includes optimizing the layout of villages and towns, retaining the features of rural areas while gradually improving the production and living conditions of villagers. It also includes expanding urban infrastructure and public service facilities to rural areas, steadily promoting equal access to public services in both urban and rural areas. 
In addition, the plan urges coordinated development with central cities in the Yangtze River Delta, including Shanghai and Hangzhou, as well as promoting the sharing of major infrastructure with surrounding cities. 
By 2020, the permanent population in the central area of the city will be controlled within 6.7 million, and urban land for construction within 652 square kilometers. The plan calls for making good use of existing land designated for construction, and protecting arable land and ensuring more economical and intensive use of land. It also outlines the boundary for city development, beefing up boundary control. 
The State Council asks local government to work on the construction Nanjing’s Jiangbei new area, actively participate in the development of the Yangtze River economic belt and “Belt and Road” initiatives to achieve coordinated development with Shanghai’s Pudong new area, Zhoushan Archipelago new area and Shanghai Free Trade Zone, gradually becoming an essential platform for the cooperation of opening-up along the Yangtze River economic belt. 
The plan also pledges to improve the system for urban infrastructure facilities, construct a resource-conserving and environment-friendly city, create a good living environment and emphasize the protection of historical culture, and style and features. 








RELATED STORIES



Jiangbei new area gets green light


Premier urges building Yangtze River economic belt 


City clusters boost development









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",114,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
State Council approves overall urban planning of Nantong city,https://english.www.gov.cn/policies/latestreleases/201607/08/content_WS5d15d3f8c6d03ce6787904b7.html,N/A,True,"low-carbon, carbon, environment","
State Council approves overall urban planning of Nantong city
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council approves overall urban planning of Nantong city






Updated:
Jul 8,2016 2:14 PM
	    english.gov.cn












The State Council on July 8 released a circular approving a ten-year urban plan for Nantong city in east China’s Jiangsu province.
According to the overall urban planning (2011-2020), uniform urban-rural planning and management should be implemented within a 1,770 square kilometer area. It also said that urban-rural infrastructure and public service facilities should be developed in a well-coordinated manner to gradually promote equal access to basic public services in both urban and rural areas.
The circular called for the reasonable control of the city’s size. It said, by 2020, the number of permanent residents in the central urban area should be below 2.15 million, while urban development land should not exceed 254.3 square kilometers, in order to form a rational and compact urban layout. 
The State Council urged Nantong city’s local government to build urban infrastructure in line with the concept of green and low-carbon development. It said that a comprehensive urban transport system, featuring public transport and a combination of various transport methods, should be developed. High attention should also be paid to the city’s disaster prevention and mitigation work, according to the circular. 
The circular also stressed strict control of the quantity of discharged pollutants and active promotion of low-impact development models to build a resource-saving and environment-friendly city. The protection of special ecological functional areas, such as natural reserves and wetlands, should also be reinforced, it said.
The local government is also required to make efforts to create a more livable environment, with constantly improved urban management and services. 
The circular said that it is also important, at the same time, to protect historical culture and local features, including historical and cultural sites and their surrounding environment.
The State Council called for concerted efforts by related local departments in Nantong city to implement the overall planning in accordance with related laws and regulations. 
Nantong city, the economic center in the north of Yangtze River Delta, is both a modern port and a national historical and cultural city.









RELATED STORIES



Overall plan for Dongying city


Master plan for Linyi city approved 


Hefei city plan is approved 









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",114,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0
State Council issues guideline for taxi industry development,https://english.www.gov.cn/policies/latestreleases/201607/28/content_WS5d15d45dc6d03ce678790609.html,N/A,True,"low-carbon, carbon, environment","
State Council issues guideline for taxi industry development
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council issues guideline for taxi industry development






Updated:
Jul 28,2016 5:29 PM
	    english.gov.cn












The State Council issued a guideline on July 28 to actively and steadily promote the reform of the taxi industry.
Structural reform of the taxi industry should adhere to the development concepts of innovation, coordination, low-carbon, openness and sharing, give full play to the roles of market mechanisms and government guidance, and prioritize the development of public transportation, in a bid to promote the healthy and sustainable development of the industry, according to the guideline. 
Local governments are urged to seize the favorable opportunity brought by the implementation of “Internet Plus” initiative to regulate the operation of online taxi booking services, and explore management models in line with the actual development of local taxi industries. 
The guideline also calls for the coordinated development of regular taxis and online taxi booking services to provide high-quality and diversified transport services. And new energy vehicles should be given priority when adding or replacing taxi cars. 
To expand the reform of regular taxis, the guideline puts forward the following requirements: Franchises for newly-added taxi cars should be free, and should not be sold or transferred without authorization within their valid periods. Taxi operators should sign labor or operating contracts with the taxi drivers. Local governments should determine and adjust the price level and structure of local taxi services by taking into account the operating costs of taxis, income level of residents and drivers, and traffic conditions. They should also encourage the enterprises operating taxis to provide online taxi booking services and promote non-cash payment methods.
For online taxi booking services, drivers and their vehicles should meet the basic requirements of passenger transport services. And online taxi booking platforms should strengthen management over their vehicles and drivers, and determine the methods for calculating mileages and fares, according to the guideline.
The guideline also urges local governments to improve service facilities, strengthen the construction of a credit system and enhance market supervision to build a favorable market environment.









RELATED STORIES



Rule aims online car-booking services 


Taxi industry to benefit from Internet integration 









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",114,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
State Council to implement compulsory education reform in urban and rural areas,https://english.www.gov.cn/policies/latestreleases/201607/11/content_WS5d15d401c6d03ce6787904d7.html,N/A,True,environment,"
State Council to implement compulsory education reform in urban and rural areas
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council to implement compulsory education reform in urban and rural areas






Updated:
Jul 11,2016 7:18 PM
	    english.gov.cn












Reform to integrate compulsory education in urban and rural areas and improve education in rural areas will be implemented, according to a circular issued by the State Council on July 11.
The reform is set to break down educational gaps between urban and rural areas and coordinate compulsory education with urbanization at the county level by 2020, further improving the quality and equality of compulsory education.
To make sure students can go to school in nearby neighborhoods, local governments should build schools while carrying out residential construction projects, the State Council said.
In addition, schools will be placed in rural areas where transportation is convenient and public services have already been established.
Training will be provided to principals and teachers in rural schools and teachers in urban schools will be selected on job rotations in rural schools.
The education standards of boarding schools and small rural schools will be improved and subsidies on them will be increased accordingly.
In some rural schools, a class used to have more than 60 students. To solve that problem, the reform is set to cancel big classes that are crowded with more than 56 students by 2020, providing students with a better education environment.
Local governments should also carry out preferential income policies for rural teachers and improve living subsidies for teachers working in impoverished rural areas, making sure the income level of rural teachers is not lower than their counterparts who teach in counties and towns, according to the State Council.
School admission policies will be further reformed to enable children to enjoy education at cities where their parents obtained residential permits.
More care and protection will be devoted to left-behind children in rural areas. Parents are encouraged to send their children to cities where they work, as long as they are granted local residential permits.








RELATED STORIES



Making ‘left-behind children’ count 


Physical education to be strengthened









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
State Council urges improved response to administrative litigation cases,https://english.www.gov.cn/policies/latestreleases/201607/07/content_WS5d15d3f5c6d03ce6787904ad.html,N/A,True,"environment, environmental","
State Council urges improved response to administrative litigation cases
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council urges improved response to administrative litigation cases






Updated:
Jul 7,2016 3:05 PM
	    english.gov.cn












The State Council on July 7 issued opinions calling on administrative departments to strengthen and improve their responses to litigation cases. 
The new opinions are aimed at improving administrative departments’ active and timely responses to litigation cases in court, supporting the courts’ acceptance of administrative litigation cases, as well as respecting and implementing the effective judgments of the courts. 
Administrative litigations are an important legal system for resolving administrative disputes, protecting the legal rights of citizens, legal persons and other organizations, as well as supervising the power exercise of administrative departments. It is also the statutory duty of the administrative departments to properly respond to such cases, according to the State Council opinions. 
The opinions urged administrative departments to respect case registration and filings from the people’s courts at all levels, actively support them in safeguarding the prosecution rights of citizens, legal persons and other organizations, as well as to accept their supervision in accordance with the Administrative Procedure Law.
The sued administrative departments should submit sufficient pleadings and evidences to the people’s courts, actively respond to lawsuits in courts, and conscientiously perform the effective rulings, decisions and meditation made by the people’s courts, according to the opinions. And the responsible persons of the sued administrative departments should be familiar with laws, case fact and evidences, and support the people’s courts during investigations. 
The opinions also urged administrative departments to continuously regulate their conducts and improve their capability to prevent and resolve administrative disputes at the source. 
Efforts are also required to strengthen the evaluation of administrative departments’ responses to litigation cases, according to the opinions.









RELATED STORIES



China to support civil litigation against environmental offenders


State councilor seeks to guarantee lawyers’ right to practice









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
State Council approves rejuvenation plan for old revolutionary bases in Sichuan and Shaanxi,https://english.www.gov.cn/policies/latestreleases/201607/13/content_WS5d15d40bc6d03ce6787904fa.html,N/A,True,environment,"
State Council approves rejuvenation plan for old revolutionary bases in Sichuan and Shaanxi
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council approves rejuvenation plan for old revolutionary bases






Updated:
Jul 13,2016 9:11 AM
	    english.gov.cn












The State Council approved a rejuvenation plan for old revolutionary bases in western China’s Sichuan and Shaanxi provinces, according to a circular issued on July 13.
The plan urged to foster and implement new development concepts, such as innovation, coordination, green growth, opening-up and sharing, and seizing opportunities in the “One Belt and One Road” construction and growth of the Yangtze River Economic Zone to promote the structural reform, especially the supply-side one.
As a creedal document to the construction of a well-off society for the people in the old revolutionary areas, the plan also required to drive new industrialization, informatization, urbanization, agriculture modernization and green growth, improve basic public service capabilities, enhance the ecological civilization construction, and innovate institutional mechanism. 
Related departments under the State Council should increase support on policy making, capital investment, project arrangement and institutional innovation in those revolutionary areas, creating a favorable environment to the rejuvenation of old revolutionary areas in Sichuan and Shaanxi provinces, said the circular. 






RELATED STORIES



Premier stresses development of old revolutionary bases


Opportunity for revitalizing revolutionary bases


Support policies for revolutionary bases









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
China eyes world-class cyber-tech multinationals,https://english.www.gov.cn/policies/latestreleases/201607/27/content_WS5d15d456c6d03ce6787905f3.html,N/A,True,environment,"
China eyes world-class cyber-tech multinationals
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			China eyes world-class cyber-tech multinationals






Updated:
Jul 27,2016 7:31 PM
	    Xinhua












China aims to develop a number of cyber-tech multinationals by 2025, according to an official statement on July 27.
The “Outline of National IT Development Strategy” will steer IT development in China for the next decade.
By 2020, key technologies should be up to world standards, competitiveness of the industry must increase substantially and IT development will be a driving force for modernization.
By 2025, a leading global mobile communication network will be in place, ridding the country of reliance on overseas technology. Cyber security must be vastly improved, and a number of globally competitive multinational companies will be established.
The plan makes strengthening IT development capacity, promoting wider use of IT and optimizing the IT development environment the three basic strategic missions.
The plan emphasizes unified control of Internet security and informatization under a leading group which will approve major policy decisions.






RELATED STORIES



Internet + big data = better service 


China emphasizes global innovation exchanges


China regulates app services









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Innovative reform promotion in Xi’an approved,https://english.www.gov.cn/policies/latestreleases/201607/04/content_WS5d1c1dc8c6d03ce67879889f.html,N/A,True,environment,"
Innovative reform promotion in Xi’an approved
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			Innovative reform promotion in Xi’an approved






Updated:
Jul 4,2016 5:02 PM
	    english.gov.cn












The State Council has approved a plan to promote comprehensive innovative reform trials in Xi’an, Shaanxi province.
The innovative reform, approved on July 4, will be guided by the principle of innovative, coordinated, green, open and shared development. 
More efforts will be made to further integrate the military and civilians, coordinate scientific and technological resources, and create an environment for mass entrepreneurship and innovation.
The State Council has urged the Shaanxi provincial government to further improve coordination systems and formulate detailed plans to implement innovative reform projects.
It has also called on the National Development and Reform Commission and Ministry of Science and Technology to enhance its guidance, and help quickly solve new problems that will arise during the reform projects.










SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Wuhan to start reform of overall innovation,https://english.www.gov.cn/policies/latestreleases/201607/04/content_WS5d15d3e4c6d03ce678790471.html,N/A,True,sustainability,"
Wuhan to start reform of overall innovation
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			Wuhan to start reform of overall innovation






Updated:
Jul 4,2016 5:03 PM
	    english.gov.cn












The State Council approved on July 4 an overall innovation trial plan to be adopted across Wuhan city, capital of Hubei province, as an effort to grow industries and promote coordinated development of regions in China.
Hubei authorities and all related departments should adhere to market-orientation and industrial development when implementing the plan.
The pilot city should exploit its advantages as a traffic hub and in education to the full, to help industries expand westwards within China.
The city should concentrate on promoting technology innovation and removing institutional hurdles in order to set up a brand new industry innovation system. 
By integrating all resources, the city is expected to be a pioneer in the strategic development of emerging industries and the upgrading of traditional industries, with efforts to support coordinated development of regions in China.
According to the circular, the Hubei government will play a leading role in implementation of the reform with the support of all concerned departments.





RELATED STORIES



Tianjin to focus on innovation, sustainability 


China’s manufacturing hub turns toward innovative future









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
