title,url,publish_date,has_keyword,matched_keywords,fulltext,page_number,greenhouse gas,ghg,net-zero,carbon neutral,carbon neutrality,carbon emissions,climate change,carbon trading,carbon pricing,low-carbon,clean energy,greenhouse,carbon,environment,emission,environmental,emissions,sustainability
Modern comprehensive transportation system for 14th Five-Year Plan approved,https://english.www.gov.cn/policies/latestreleases/202201/18/content_WS61e6830fc6d09c94e48a3dd3.html,2022-01-18,True,"low-carbon, carbon, emission, emissions","The State Council outlined a modern comprehensive transportation system during the 14th Five-Year Plan (2021-25) period in a circular issued on Jan 18, 2022.
According to the circular, by 2025, the comprehensive transportation system will see integrated development with an improved facility network, more effective transportation services, and more advanced technical equipment.
More than 95 percent of cities with a population of over 500,000 will be covered with the high-speed railway network with the trains running at 250 kilometers and above per hour.
Meanwhile, main transportation lines and transportation of grains, energy commodities, and ores will be more secure with extensive use of clean low-carbon facilities to reduce emissions.
By the year 2035, a convenient, economical, efficient, reliable, green, and advanced modern national comprehensive transportation network will be basically completed.
To build a high-quality transportation network, efforts will be made to improve major transportation passages and build multi-layered and integrated comprehensive transportation hubs, covering key cities, and passenger and cargo transport hub systems.
In addition, the nation will build a modern railway network and improve road networks with secondary and above highways occupying 70 percent of the national highway system in the western region.
An improved waterway transportation facility network and expanded aviation network are also planned.
The circular highlights the leading and supporting role of transportation in territory development and protection, particularly in major regional strategies, coordinated regional development, and rural revitalization.
To that end, the integrated urban-rural transportation and roads and airports in border areas will be improved.
A modern transportation system in urban clusters and metropolitan areas will be also established, the circular said.
Premium transportation services will be in place, including passenger trip services, effective freight services, and modern postal delivery services.
The circular asks for in-depth and accelerated application of smart technologies, highlighting the integration of the internet, big data, artificial intelligence, blockchains and the transportation industry.
In addition, high-level opening-up and cooperation is of great significance in the transportation field, the circular stressed.
The nation will further promote interconnected infrastructures with neighboring countries, construct railways and highways in port areas and boundary river channels, and intensify work on land transport passages to Russia, Mongolia, Southeast Asia, South Asia, and Central Asia.
High-quality development of China-Europe freight trains and secured international logistics chains are also listed in the circular.",32,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
China to improve incentives for govt policy implementation,https://english.www.gov.cn/policies/latestreleases/202112/20/content_WS61c02683c6d09c94e48a27b4.html,2021-12-20,True,"environment, environmental","China will enhance incentives and support for local efforts in implementing major policies with noticeable results during the 14th Five-Year Plan period (2021-2025), according to a circular released by the General Office of the State Council on Dec 20.
Taking the forms of funding, investment, and capacity building, among others, incentives will cover areas such as innovation, intellectual property rights, vocational education, foreign trade, and environmental governance, the circular said.
Central funds will tilt toward scientific and technological development in provincial-level regions with great progress in innovation-driven development and application of scientific and technological outcomes, and so will national funds for innovation and entrepreneurship projects in designated areas.
Well-performing provincial-level regions will get support in building IPR protection centers, launching pilot programs for financial reform and innovation, and improving vocational education, among others.
In allocating central fiscal funds, incentives will also be offered if they achieve remarkable results in protecting high-standard farmland, enhancing medical care services, and boosting employment.
Eligible areas will get a boost in upgrading and transforming traditional industries, promoting foreign trade innovation and development, reforming easier business registration, establishing national role model cities for cultural and tourism consumption, air and water pollution prevention and control, and developing medical and elderly care services.",33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
China to accelerate improvement of rural living environment,https://english.www.gov.cn/policies/latestreleases/202112/06/content_WS61ad43a9c6d0df57f98e6119.html,2021-12-06,True,environment,"BEIJING — China has released a five-year action plan on improving rural living environment amid the bid to promote rural vitalization and upgrade the living conditions of rural residents.
Rural living environment upgrade is closely related to the well-being of farmers and the construction of a beautiful China, according to the plan jointly issued by the General Office of the Communist Party of China Central Committee and the General Office of the State Council.
Noting the achievements made in rural areas since China launched a three-year rural living environment upgrade campaign in 2018, the plan urged efforts to speed up the improvement of rural living environment.
By 2025, rural living environment should be significantly upgraded, with the penetration rate of clean toilets in rural areas steadily increased, and toilet waste effectively treated, according to the plan.
It also urged efforts to continuously increase the treatment rate of rural domestic sewage and strongly raise the level of harmless treatment of rural household garbage by 2025.",33,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Beijing sub-center to gain momentum,https://english.www.gov.cn/policies/latestreleases/202111/26/content_WS61a07adec6d0df57f98e5991.html,2021-11-26,True,"environment, environmental","Beijing’s sub-city center, aimed at relieving Beijing of functions non-essential to its role as China’s capital, will get more support in pursuing high-quality development, according to a circular released by the State Council on Nov 26.
The sub-center, along with Xiongan New Area in North China’s Hebei province, should undertake the non-capital functions and welcome new residents in an orderly manner to help address the ""big city malaise"" for the capital, the circular said.
Development goals are to make the sub-center live up to designations of a green city, sponge city and smart city, among others, by 2025, and basically build a modern urban sub-center by 2035.
The sub-center should enhance scientific and technological innovation, launching major national projects and boosting the digital economy, as well as functions for administrative affairs, financial and business services, culture, sports and tourism.
By bringing designated municipal organs and institutions into the sub-center, capital functions will be restructured and guaranteed, the circular said.
The circular urged building an integrated high-quality development demonstration zone, comprising Tongzhou district in Beijing and Hebei’s Sanhe city, Dachang Hui autonomous county, and Xianghe county.
It also stressed efforts in transport network, public services such as education, and environmental governance for green development in the sub-center.
The sub-center should expand opening-up in the service sector while developing new consumer industries and business patterns, it said.
The circular also called for attracting urgently needed high-level professionals, increasing fiscal and financial support, and reforming land management and use to inject vitality into the area’s development.",33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
China to further regulate administrative penalties,https://english.www.gov.cn/policies/latestreleases/202112/08/content_WS61b078c5c6d09c94e48a1f40.html,2021-12-08,True,environment,"The State Council released a circular on Dec 8, urging further efforts to implement the amended administrative punishment law, which was passed at the 25th session of the 13th National People's Congress Standing Committee.
The administrative punishment law is of significant importance for regulating government actions. Better implementing the law will help improve the law-based business environment, protect the legitimate rights and interests of citizens, legal persons and organizations, and modernize China's governance system and capacity, according to the document.
Systematic, standardized and regular training on learning the law should be offered. Education and training should be offered to existing administrative law enforcement personnel via various means by June 2022, and continue to be provided for newcomers, said the circular, adding that publicity campaigns should be launched to raise public awareness of the rule of law.
Legislative interpretation of the law should be strengthened. Fines should be set in accordance with the law, and regular evaluation and legitimacy review will be enhanced, the circular said.
Enforcement of the law should be regulated, the notice said. Administrative organs will be prohibited from imposing punishment against laws and setting confiscation targets. A law-based, institutionalized and standardized, whole-process oversight will be promoted.
Meanwhile, the document called for a detailed procedural system referring to jurisdiction, case registration, hearing and enforcement. All localities and departments must strictly abide by legal procedures, formulate and revise supplementary systems for administrative punishment in light of actual conditions, and ensure that the procedural requirements are implemented in full.
The circular also regulates the installation and use of electronic monitoring equipment.
Law enforcement will be intensified on key areas that the public is most concerned about, such as food and medicine, public health, natural resources, ecological environment, workplace safety, and labor security.The document also addresses other aspects, such as reforming administrative penalty systems and mechanisms, empowering administrative organs at the grassroots level to implement administrative penalties, enhancing the synergy of law enforcement, and strengthening supervision over implementation of the law.",33,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
China to step up efforts to prevent imported COVID-19 cases,https://english.www.gov.cn/policies/latestreleases/202112/11/content_WS61b44b91c6d09c94e48a2141.html,2021-12-11,True,environment,"Port cities should strengthen prevention and control to guard against infection clusters caused by imported cases, according to a circular issued on Dec 11 by the State Council joint prevention and control mechanism against COVID-19.
The recent inbound COVID-19 cases and domestic resurgence have exposed weak links in local epidemic monitoring, management of personnel at high-risk jobs, such as cross-border truck drivers and cold-chain workers, and nucleic acid test, the circular said.
The circular called for better epidemic prevention and control mechanism in port cities. Drawing experience from Shanghai airport management committee, all port cities should establish a particular work group headed by one person, joined by healthcare, disease control, customs, immigration, border check, aviation, transportation authorities, and specify responsibilities in every link of epidemic control, according to the circular.
A better epidemic monitoring and alert system should also be in place. Port cities must keep a close watch on epidemic situation in related countries and regions, the circular said. For individuals and goods from epidemic-stricken countries and regions, more nucleic acid tests should be conducted in a timely manner, inbound transportation limited and flights canceled if necessary.
Border management and control measures should be guaranteed. Land border ports must urge cross-border transportation businesses to separate people and goods, transfer goods by different vehicles and drivers at the port and make sure the transfer is carried out with a non-contact approach, the circular said.
Illegal exits and entries will be further cracked down to guard against imported cases, it said.
Prevention and control measures will be stepped up for high-risk jobs. Port cities should check and define those who directly contact inbound personnel, goods and environment, standardize prevention and control measures for them, implement close-loop management, and increase nucleic acid tests, the circular said.
The circular urged restriction on population mobility, requiring proof of negative nucleic acid test results for people leaving and entering land port cities.
Port cities with large amount of cold-chain food imports should strengthen prevention and control through building central warehouses, offering unified disinfection and checks on foods, the circular said.
Provincial governments should coordinate resources and forces in supporting construction of disease control institutions, designated hospitals, fever clinics, primary-level healthcare institutions and quarantine points in port cities, the circular also said.
To guarantee people’s livelihoods, hotlines must be opened for the public, supply and price level of basic living goods should be checked regularly, according to the circular. Implementation and supervision are also stressed in the circular.",33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pilot program to boost business environment,https://english.www.gov.cn/policies/latestreleases/202111/25/content_WS619f0cedc6d0df57f98e583e.html,2021-11-25,True,environment,"The State Council, in a circular issued on Nov 25, offered guidelines for a new pilot program on improving a market-oriented, law-based and internationalized business environment.
The program will first start in Beijing, Shanghai, Chongqing, Hangzhou, Guangzhou and Shenzhen, the circular said.
It envisions a first-class business environment in designated cities after three to five years, with institutional innovations that can spread to the rest of the country pursuing similar efforts.
The program involves further breaking down unjustified restrictions in the form of geographic segmentation and local protectionism hindering business operations.
Better standardized mechanisms, with more openness, transparency and efficiency, should be in place for businesses to enter and exit the market, including name registration.
Market entities also should have greater support in innovative development, with operations permitted in some emerging industries.
The circular stressed facilitating project investment and construction, and enhancing regular services involving enterprises with a system covering the full business life cycle, as well as mechanisms for handling complaints related to the business environment.
The circular also urged treating various market entities equally for fair competition and strengthening whole-process oversight, while lawfully protecting their property rights and other legitimate rights and interests.
Other key tasks in the pilot program include facilitating cross-border trade by promoting paperless operations and other measures, and improving service and management of foreign investment and international talent.
The circular called for adjusting applicable rules and regulations as legal guarantee, and stepping up data sharing and application of electronic certificates while advancing the program.
It also urged expanding the program to more cities as necessary and evaluating its outcomes during the process.",33,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
China to step up cultural relics protection through sci-tech innovation,https://english.www.gov.cn/policies/latestreleases/202111/08/content_WS6188e861c6d0df57f98e4aa4.html,2021-11-08,True,environment,"China is set to beef up the protection of cultural relics and sci-tech innovation in relevant fields during the 14th Five-Year Plan period (2021-2025), according to a circular released by the General Office of the State Council on Nov 8.
In the face of an increasingly complex and uncertain international environment, it is essential to give full play to the unique advantages of cultural relics protection in presenting a true, three-dimensional and full picture of China, enhancing Chinese culture’s influence, and contributing to building a community with a shared future for mankind.
According to the circular, cultural relics protection should mobilize all social forces, and integrate protection and utilization of cultural relics into people's work and life, and improve related laws, regulations and enforcement mechanisms.
The leading role of sci-tech innovation in cultural relics protection should be kept with strengthened basic research, accelerated breakthroughs and application of urgently needed technologies, and intensified talent training and interdisciplinary cooperation.
By 2025, the safety of cultural relics will be significantly enhanced, and their protection will be improved. Meanwhile, sci-tech innovation will make great progress in the sector, with the optimized structure of cultural relics institutions.
Social participation in cultural relics will continue to be invigorated, systems and capacity for cultural relics management will be preliminarily modernized, said the circular.
By 2035, the circular said, China will build a working system for protection and management of cultural relics in line with the goal of building China into a cultural powerhouse, and sci-tech innovation and talent cultivation will underpin China’s protection, application and research on cultural relics.
Ensuring safety of cultural relics resources is central to the protection, and it calls for an improved cultural relics resources management system, a national database for cultural relics resources, a long-term mechanism to ensure safety of cultural relics, and stronger administrative enforcement and oversight of cultural relics.
The circular also highlighted further efforts in sci-tech innovation in the field. China will strengthen basic research, push for breakthroughs in key technologies, accelerate upgrading of special equipment, optimize allocation of scientific and technological resources, and enhance display of cultural relics through sci-tech means.
In addition, efforts will be made to enhance the capability and sci-tech levels of archaeological work, improve protection of cultural heritage items, and management and application of revolutionary cultural relics, and stimulate creativity of museums in showcasing cultural relics.
In order to display cultural relics and integrate them into aspects of social life, the circular emphasized construction of identification systems for Chinese civilization on the basis of cultural relics resources, and interpretation of cultural relics’ value.
International exchanges and cooperation will be reinforced, said the circular, adding that teams of professional talent working on cultural relics protection will be expanded.",34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
China unveils regulation on groundwater management,https://english.www.gov.cn/policies/latestreleases/202111/09/content_WS618a726ac6d0df57f98e4b94.html,2021-11-09,True,environment,"BEIJING — Premier Li Keqiang has signed a State Council decree unveiling a regulation on the management of groundwater.
The new regulation, which will take effect on Dec 1, has set out specific rules for groundwater in the areas of survey and planning, conservation and protection, over-exploitation treatment, pollution control, and supervision and management.
Local water administrations and natural resource and ecological environment authorities should conduct survey and evaluations on groundwater conditions, and make underground protection and pollution control arrangements accordingly, it said.
To enhance groundwater conservation and protection, the total amount of groundwater extracted as well as groundwater levels will be placed under control, according to the document. Except under special circumstances, groundwater that is not replenished easily should not be exploited.
The regulation has also stipulated that the designation of areas where the exploitation of groundwater is prohibited or restricted should be standardized, and provincial-level authorities should make plans for local groundwater over-exploitation treatment.
It said that work shall be done to strengthen the control of activities polluting groundwater; refine the rules that prevent groundwater pollution caused by soil pollution, production and construction activities; and enhance monitoring and management.
Violations of the regulation will entail legal responsibilities, it stated.",34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
China to boost services to improve quality of life,https://english.www.gov.cn/policies/latestreleases/202111/02/content_WS6180954ac6d0df57f98e4646.html,2021-11-02,True,environment,"China will work to improve weak links in service sectors to enhance people's quality of life, according to a circular released by the General Office of the State Council on Nov 2.
The circular approved a document issued by the National Development and Reform Commission.
To provide more basic services, China will strengthen capacity building in urban-rural education, public sanitation, basic medical care, and culture and sports, increase the supply of life services, including those for children and the elderly, and promote convenient community services, the document said.
Meanwhile, efforts will be made to renovate old urban residential communities, and improve infrastructure for the elderly, children and people with disabilities.
Benchmark industrial standards will be set, and a group of high-quality local enterprises and distinctive brands will be built in elderly care, daycare, sports, and housekeeping services.
To strengthen support in human resources, the document supports enterprises to cooperate with higher education institutions and occupational schools in developing course standards and internship and training hubs.
By 2025, China aims to increase the number of undergraduates majoring in nursing, rehabilitation, housekeeping, daycare and similar services by 100,000 compared with 2020, the document said.
Meanwhile, large-scale occupational training will be offered, with a clear career path for those working in the sector.
Digital technologies will help accelerate development of life services, and work will be done to speed up online and offline integration and enhance public data openness in tourism, sports and housekeeping, with data security and personal privacy protected.
Depending on local conditions for industrial development, eastern regions should nurture emerging industrial clusters, central and western areas and northeastern regions should work on their weak links, and underdeveloped and rural areas should turn to ecotourism-related services, the document said.
Various service sectors should push ahead with mass entrepreneurship and innovation in a market-oriented, law-based and internationalized business environment.
The document called for efforts to tap into consumption at county and township levels, and launch consumption promotion campaigns.
It also stressed improved support policies in finance, tax and investment, pricing and land use, and risk resistance of market entities.",34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
